EventID,PhotoID,EventPhotoRank,RandomValue
128,16798,1000,"0.993502,16798"
128,17066,1000,"-0.994291,17066"
128,16793,1000,"0.998456,16793"
128,16792,1000,"0.999037,16792"
129,4757,2,"-0.790999,4757"
129,3787,3,"0.304245,3787"
129,1327,1000,"0.186727,1327"
129,1326,1000,"0.198204,1326"
129,21997,1000,"-0.3347,21997"
129,4071,1000,"-0.469849,4071"
129,320,1000,"-0.565481,320"
129,322,1000,"-0.584617,322"
129,1018,1000,"-0.61327,1018"
129,1017,1000,"-0.622466,1017"
129,1016,1000,"-0.631577,1016"
129,14706,1000,"0.711269,14706"
129,16314,1000,"0.74079,16314"
129,997,1000,"-0.786921,997"
129,4654,1000,"-0.854455,4654"
129,4655,1000,"-0.860473,4655"
129,2251,1000,"0.929913,2251"
129,15417,1000,"-0.946148,15417"
129,24301,1000,"0.995198,24301"
129,5232,1000,"-0.997593,5232"
130,254,1000,"0.170066,254"
130,19304,1000,"-0.409365,19304"
130,1279,1000,"0.681069,1279"
130,1729,1000,"0.980351,1729"
131,2340,1000,"0.787352,2340"
132,,,
133,2714,1000,"0.320332,2714"
133,2918,1000,"0.416507,2918"
133,2902,1000,"0.578371,2902"
133,3413,1000,"0.797678,3413"
133,13262,1000,"-0.920645,13262"
134,3266,1000,"0.478456,3266"
134,2896,1000,"0.634146,2896"
134,1747,1000,"0.999929,1747"
136,12884,1000,"-0.109416,12884"
137,12616,1000,"0.102299,12616"
137,22823,1000,"0.105259,22823"
137,24429,1000,"0.170945,24429"
137,11839,1000,"0.232625,11839"
137,24416,1000,"0.318202,24416"
137,24415,1000,"0.329268,24415"
137,23399,1000,"-0.341073,23399"
137,22791,1000,"0.461526,22791"
137,3441,1000,"0.561301,3441"
137,24248,1000,"0.753185,24248"
137,24344,1000,"0.919151,24344"
137,24334,1000,"0.958837,24334"
137,22709,1000,"0.991296,22709"
137,1739,1000,"0.996672,1739"
138,12884,1000,"-0.109416,12884"
138,2902,1000,"0.578371,2902"
139,12884,1000,"-0.109416,12884"
139,12553,1000,"0.744179,12553"
140,12884,1000,"-0.109416,12884"
140,3441,1000,"0.561301,3441"
141,,,
142,12884,1000,"-0.109416,12884"
142,13175,1000,"-0.15162,13175"
142,2933,1000,"0.251437,2933"
142,2902,1000,"0.578371,2902"
142,3426,1000,"0.697134,3426"
142,13092,1000,"0.730144,13092"
142,2856,1000,"0.914686,2856"
143,844,1000,"-0.43168,844"
143,83,1000,"0.825303,83"
143,12799,1000,"-0.892909,12799"
143,4401,1000,"0.934586,4401"
144,3019,1000,"-0.682854,3019"
145,3019,1000,"-0.682854,3019"
145,12475,1000,"0.983706,12475"
146,3019,1000,"-0.682854,3019"
146,12475,1000,"0.983706,12475"
147,3019,1000,"-0.682854,3019"
147,12475,1000,"0.983706,12475"
148,3019,1000,"-0.682854,3019"
148,12475,1000,"0.983706,12475"
149,8807,1000,"0.620146,8807"
150,13227,1000,"-0.689198,13227"
150,11091,1000,"-0.790243,11091"
151,13227,1000,"-0.689198,13227"
152,3785,1000,"0.281882,3785"
152,2896,1000,"0.634146,2896"
152,2341,1000,"0.780088,2341"
152,3413,1000,"0.797678,3413"
152,3571,1000,"-0.798306,3571"
152,3664,1000,"-0.904164,3664"
153,3785,1000,"0.281882,3785"
153,2896,1000,"0.634146,2896"
153,2341,1000,"0.780088,2341"
153,3413,1000,"0.797678,3413"
153,3571,1000,"-0.798306,3571"
153,15222,1000,"0.862166,15222"
153,15221,1000,"0.868032,15221"
153,3664,1000,"-0.904164,3664"
154,1332,1000,"0.128991,1332"
154,3785,1000,"0.281882,3785"
154,2896,1000,"0.634146,2896"
154,2341,1000,"0.780088,2341"
154,3413,1000,"0.797678,3413"
154,3571,1000,"-0.798306,3571"
154,15222,1000,"0.862166,15222"
155,3785,1000,"0.281882,3785"
155,2896,1000,"0.634146,2896"
155,2341,1000,"0.780088,2341"
155,3413,1000,"0.797678,3413"
155,3571,1000,"-0.798306,3571"
155,15222,1000,"0.862166,15222"
155,3664,1000,"-0.904164,3664"
156,15560,1000,"-0.226021,15560"
156,3785,1000,"0.281882,3785"
156,2896,1000,"0.634146,2896"
156,16858,1000,"0.685285,16858"
156,2341,1000,"0.780088,2341"
156,3413,1000,"0.797678,3413"
156,3571,1000,"-0.798306,3571"
156,15222,1000,"0.862166,15222"
156,3664,1000,"-0.904164,3664"
157,1332,1000,"0.128991,1332"
157,15560,1000,"-0.226021,15560"
157,3785,1000,"0.281882,3785"
157,2896,1000,"0.634146,2896"
157,16858,1000,"0.685285,16858"
157,2341,1000,"0.780088,2341"
157,3413,1000,"0.797678,3413"
157,3571,1000,"-0.798306,3571"
157,15222,1000,"0.862166,15222"
157,3664,1000,"-0.904164,3664"
158,15560,1000,"-0.226021,15560"
158,3785,1000,"0.281882,3785"
158,2896,1000,"0.634146,2896"
158,16858,1000,"0.685285,16858"
158,2341,1000,"0.780088,2341"
158,3413,1000,"0.797678,3413"
158,3571,1000,"-0.798306,3571"
158,15222,1000,"0.862166,15222"
159,,,
160,,,
161,1332,1000,"0.128991,1332"
161,3785,1000,"0.281882,3785"
161,4615,1000,"-0.538259,4615"
161,2896,1000,"0.634146,2896"
161,3413,1000,"0.797678,3413"
161,3571,1000,"-0.798306,3571"
161,3664,1000,"-0.904164,3664"
161,13004,1000,"0.961893,13004"
162,2896,1000,"0.634146,2896"
162,2341,1000,"0.780088,2341"
162,3413,1000,"0.797678,3413"
162,3571,1000,"-0.798306,3571"
163,2896,1000,"0.634146,2896"
163,3413,1000,"0.797678,3413"
163,3571,1000,"-0.798306,3571"
164,2896,1000,"0.634146,2896"
164,2341,1000,"0.780088,2341"
164,3413,1000,"0.797678,3413"
164,3571,1000,"-0.798306,3571"
165,20949,1000,"-0.0319565,20949"
165,3413,1000,"0.797678,3413"
166,483,1000,"-0.592521,483"
166,13626,1000,"0.755383,13626"
166,14698,1000,"0.773831,14698"
166,14697,1000,"0.781185,14697"
166,4107,1000,"-0.789604,4107"
166,688,1000,"0.981504,688"
166,1492,1000,"-0.985388,1492"
166,4695,1000,"-0.997771,4695"
167,483,1000,"-0.592521,483"
167,13626,1000,"0.755383,13626"
167,14698,1000,"0.773831,14698"
167,14697,1000,"0.781185,14697"
167,4107,1000,"-0.789604,4107"
167,1492,1000,"-0.985388,1492"
168,,,
169,24142,1000,"-0.377272,24142"
169,11047,1000,"-0.386281,11047"
169,21277,1000,"-0.615185,21277"
169,13626,1000,"0.755383,13626"
169,14698,1000,"0.773831,14698"
169,14697,1000,"0.781185,14697"
169,989,1000,"-0.84113,989"
170,,,
171,13626,1000,"0.755383,13626"
171,14698,1000,"0.773831,14698"
171,14697,1000,"0.781185,14697"
171,4695,1000,"-0.997771,4695"
172,2441,1000,"-0.271315,2441"
172,2385,1000,"0.371104,2385"
172,12816,1000,"-0.786388,12816"
172,2852,1000,"0.932586,2852"
172,2849,1000,"0.944674,2849"
172,13305,1000,"-0.994818,13305"
173,13216,1000,"-0.590541,13216"
173,2340,1000,"0.787352,2340"
173,12711,1000,"-0.846091,12711"
173,12538,1000,"0.849343,12538"
173,2852,1000,"0.932586,2852"
173,5752,1000,"-0.963547,5752"
174,728,1000,"0.789713,728"
174,13305,1000,"-0.994818,13305"
175,3258,1000,"0.394322,3258"
175,13212,1000,"-0.552155,13212"
175,13101,1000,"0.654311,13101"
176,4546,1000,"0.236372,4546"
176,2714,1000,"0.320332,2714"
176,3258,1000,"0.394322,3258"
176,13650,1000,"0.54429,13650"
176,2341,1000,"0.780088,2341"
176,4660,1000,"-0.888779,4660"
177,1076,1000,"0.0181526,1076"
177,505,1000,"-0.368021,505"
177,3407,1000,"0.838001,3407"
177,917,1000,"-0.963595,917"
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,288,1000,"-0.224818,288"
184,12816,1000,"-0.786388,12816"
184,3407,1000,"0.838001,3407"
185,288,1000,"-0.224818,288"
185,14700,1000,"0.758804,14700"
185,727,1000,"0.796834,727"
185,723,1000,"0.824218,723"
185,3407,1000,"0.838001,3407"
185,717,1000,"0.861894,717"
185,14402,1000,"-0.933906,14402"
185,14396,1000,"-0.956676,14396"
185,688,1000,"0.981504,688"
186,288,1000,"-0.224818,288"
186,289,1000,"-0.236198,289"
186,505,1000,"-0.368021,505"
186,15885,1000,"-0.418238,15885"
186,3407,1000,"0.838001,3407"
186,717,1000,"0.861894,717"
186,688,1000,"0.981504,688"
187,3266,1000,"0.478456,3266"
187,12681,1000,"-0.611329,12681"
187,688,1000,"0.981504,688"
188,1633,1000,"0.246869,1633"
188,2441,1000,"-0.271315,2441"
188,5614,1000,"0.308905,5614"
188,1506,1000,"-0.944444,1506"
189,288,1000,"-0.224818,288"
190,2385,1000,"0.371104,2385"
190,728,1000,"0.789713,728"
190,5752,1000,"-0.963547,5752"
191,2382,1000,"0.403451,2382"
191,19449,1000,"0.956311,19449"
191,16764,1000,"0.960057,16764"
191,5752,1000,"-0.963547,5752"
191,688,1000,"0.981504,688"
192,,,
193,,,
194,,,
195,275,1000,"-0.0746428,275"
195,1741,1000,"0.998306,1741"
195,1742,1000,"0.998918,1742"
196,,,
197,13183,1000,"-0.243306,13183"
197,12526,1000,"0.91483,12526"
198,3732,2,"-0.327933,3732"
198,5084,1000,"0.227542,5084"
198,3533,1000,"-0.461817,3533"
198,3978,1000,"0.563467,3978"
198,12783,1000,"-0.961083,12783"
199,2476,1000,"-0.631981,2476"
199,13549,1000,"0.982751,13549"
200,,,
201,,,
202,1085,1000,"0.123101,1085"
202,2373,1000,"0.497354,2373"
202,5430,1000,"0.625327,5430"
202,12522,1000,"0.932715,12522"
203,5025,1000,"0.795357,5025"
203,2059,1000,"-0.868113,2059"
203,2309,1000,"0.954824,2309"
204,2309,1000,"0.954824,2309"
205,12824,1000,"-0.725234,12824"
205,18103,1000,"-0.945695,18103"
206,,,
207,2059,1000,"-0.868113,2059"
208,2918,1000,"0.416507,2918"
209,2918,1000,"0.416507,2918"
209,13222,1000,"-0.645672,13222"
209,13303,1000,"-0.996924,13303"
210,526,1000,"-0.130894,526"
210,2918,1000,"0.416507,2918"
210,13222,1000,"-0.645672,13222"
210,15136,1000,"0.889494,15136"
210,12515,1000,"0.959081,12515"
210,13303,1000,"-0.996924,13303"
211,2918,1000,"0.416507,2918"
212,,,
213,5407,1000,"0.395443,5407"
214,5407,1000,"0.395443,5407"
214,5057,1000,"0.518705,5057"
215,2972,1000,"-0.200596,2972"
215,1900,1000,"-0.228557,1900"
215,23936,1000,"-0.33861,23936"
215,5407,1000,"0.395443,5407"
216,,,
217,,,
218,2933,1000,"0.251437,2933"
218,13650,1000,"0.54429,13650"
218,3413,1000,"0.797678,3413"
219,,,
220,,,
221,,,
222,12382,1000,"0.297747,12382"
222,13118,1000,"0.492052,13118"
222,2471,1000,"-0.585607,2471"
223,3431,1,"0.654041,3431"
223,10467,1000,"0.103513,10467"
223,9144,1000,"0.13054,9144"
223,5087,1000,"0.193243,5087"
223,22808,1000,"0.27721,22808"
223,18022,1000,"-0.288229,18022"
223,15011,1000,"-0.357621,15011"
223,9165,1000,"0.367689,9165"
223,18031,1000,"-0.387241,18031"
223,19302,1000,"-0.430592,19302"
223,19301,1000,"-0.441118,19301"
223,19300,1000,"-0.451584,19300"
223,3432,1000,"0.645149,3432"
223,3429,1000,"0.671555,3429"
223,5704,1000,"-0.673229,5704"
223,8394,1000,"-0.706083,8394"
223,8395,1000,"-0.714316,8395"
223,8396,1000,"-0.722452,8396"
223,8397,1000,"-0.730489,8397"
223,23299,1000,"0.732174,23299"
223,197,1000,"0.743005,197"
223,2226,1000,"0.784436,2226"
223,9319,1000,"0.821444,9319"
223,18888,1000,"0.839322,18888"
223,18889,1000,"0.845623,18889"
223,18890,1000,"0.851808,18890"
223,18891,1000,"0.857876,18891"
223,18892,1000,"0.863827,18892"
223,6882,1000,"-0.929079,6882"
223,24277,1000,"0.929134,24277"
223,24278,1000,"0.933395,24278"
223,6879,1000,"-0.941483,6879"
223,24281,1000,"0.945409,24281"
223,24282,1000,"0.949156,24282"
223,6872,1000,"-0.965893,6872"
223,17848,1000,"0.985267,17848"
223,17850,1000,"0.988997,17850"
223,17851,1000,"0.99066,17851"
223,17856,1000,"0.996936,17856"
223,17857,1000,"0.997782,17857"
223,17860,1000,"0.999503,17860"
223,17862,1000,"0.999967,17862"
224,3500,1000,"-0.0939473,3500"
225,12871,1000,"-0.258703,12871"
225,14412,1000,"-0.885808,14412"
225,3082,1000,"-0.996615,3082"
226,4648,1000,"-0.815925,4648"
226,4650,1000,"-0.829224,4650"
227,,,
228,,,
229,,,
230,12549,1000,"0.774603,12549"
230,12474,1000,"0.981536,12474"
231,12593,1000,"0.362993,12593"
231,2918,1000,"0.416507,2918"
231,1421,1000,"-0.790461,1421"
232,12927,1000,"0.383218,12927"
232,1421,1000,"-0.790461,1421"
233,12650,1000,"-0.290906,12650"
233,1421,1000,"-0.790461,1421"
233,22651,1000,"0.854447,22651"
234,,,
235,,,
236,12090,1000,"-0.0287889,12090"
236,12873,1000,"-0.236039,12873"
236,2025,1000,"-0.992597,2025"
237,,,
238,12873,1000,"-0.236039,12873"
239,4598,1000,"-0.36119,4598"
239,2025,1000,"-0.992597,2025"
240,3017,1000,"-0.66558,3017"
241,2926,1000,"0.329746,2926"
241,14399,1000,"-0.945873,14399"
242,,,
243,2926,1000,"0.329746,2926"
243,1004,1000,"-0.733824,1004"
244,,,
245,12453,1000,"0.905571,12453"
245,13305,1000,"-0.994818,13305"
246,,,
247,4777,1000,"-0.627647,4777"
247,4763,1000,"-0.746153,4763"
247,4761,1000,"-0.761521,4761"
248,4761,1000,"-0.761521,4761"
249,,,
250,12584,1000,"0.458884,12584"
250,2755,1000,"0.721247,2755"
250,2337,1000,"0.808495,2337"
250,13004,1000,"0.961893,13004"
251,12584,1000,"0.458884,12584"
251,2755,1000,"0.721247,2755"
251,2337,1000,"0.808495,2337"
251,13004,1000,"0.961893,13004"
252,12584,1000,"0.458884,12584"
252,2755,1000,"0.721247,2755"
252,2337,1000,"0.808495,2337"
252,2778,1000,"0.879401,2778"
252,13004,1000,"0.961893,13004"
253,12584,1000,"0.458884,12584"
253,2755,1000,"0.721247,2755"
253,2337,1000,"0.808495,2337"
253,13004,1000,"0.961893,13004"
254,13397,1000,"-0.382915,13397"
254,13101,1000,"0.654311,13101"
254,2336,1000,"0.815322,2336"
254,2849,1000,"0.944674,2849"
255,,,
256,,,
257,2365,1000,"0.576232,2365"
257,2359,1000,"0.632119,2359"
258,,,
259,2386,1000,"0.360219,2386"
259,2860,1000,"0.894784,2860"
259,2849,1000,"0.944674,2849"
261,2463,1000,"-0.507312,2463"
261,2468,1000,"-0.556811,2468"
261,2500,1000,"-0.821936,2500"
261,7437,1000,"-0.832726,7437"
262,13101,1000,"0.654311,13101"
263,13101,1000,"0.654311,13101"
264,,,
265,2390,1000,"0.316199,2390"
265,2377,1000,"0.456238,2377"
265,872,1000,"-0.698882,872"
265,2597,1000,"-0.863572,2597"
266,5122,1000,"-0.213232,5122"
266,2860,1000,"0.894784,2860"
266,13305,1000,"-0.994818,13305"
267,,,
268,,,
269,5634,1000,"0.0800428,5634"
270,5634,1000,"0.0800428,5634"
271,5634,1000,"0.0800428,5634"
272,5634,1000,"0.0800428,5634"
273,5634,1000,"0.0800428,5634"
274,5634,1000,"0.0800428,5634"
275,5634,1000,"0.0800428,5634"
276,5634,1000,"0.0800428,5634"
277,5634,1000,"0.0800428,5634"
277,8249,1000,"0.79068,8249"
278,12601,1000,"0.274349,12601"
278,369,1000,"-0.922344,369"
279,369,1000,"-0.922344,369"
280,12601,1000,"0.274349,12601"
280,369,1000,"-0.922344,369"
281,12601,1000,"0.274349,12601"
281,369,1000,"-0.922344,369"
282,12601,1000,"0.274349,12601"
282,369,1000,"-0.922344,369"
283,,,
284,12454,1000,"0.91047,12454"
285,1077,1000,"0.0298448,1077"
285,4072,1000,"-0.480141,4072"
285,12454,1000,"0.91047,12454"
286,1077,1000,"0.0298448,1077"
286,4072,1000,"-0.480141,4072"
286,12454,1000,"0.91047,12454"
287,,,
288,16536,1000,"-0.98174,16536"
289,268,1000,"0.0071572,268"
289,3424,1000,"0.713712,3424"
289,7434,1000,"-0.851636,7434"
289,4746,1000,"-0.862956,4746"
289,966,1000,"-0.954616,966"
289,2268,1000,"0.984236,2268"
290,,,
291,12384,1000,"0.319994,12384"
292,18044,1000,"-0.522415,18044"
292,2896,1000,"0.634146,2896"
292,3413,1000,"0.797678,3413"
292,3571,1000,"-0.798306,3571"
292,15221,1000,"0.868032,15221"
293,2933,1000,"0.251437,2933"
293,2906,1000,"0.539588,2906"
293,13216,1000,"-0.590541,13216"
293,12297,1000,"-0.637924,12297"
294,2933,1000,"0.251437,2933"
294,13216,1000,"-0.590541,13216"
294,12297,1000,"-0.637924,12297"
295,2933,1000,"0.251437,2933"
295,2906,1000,"0.539588,2906"
295,13216,1000,"-0.590541,13216"
295,12297,1000,"-0.637924,12297"
296,2906,1000,"0.539588,2906"
296,4105,1000,"-0.775036,4105"
297,5863,1000,"-0.517063,5863"
297,1283,1000,"0.646081,1283"
297,7851,1000,"-0.656671,7851"
297,12959,1000,"0.694366,12959"
297,18448,1000,"0.846012,18448"
297,2033,1000,"-0.976908,2033"
297,2032,1000,"-0.97934,2032"
297,9270,1000,"0.99943,9270"
298,5863,1000,"-0.517063,5863"
298,1283,1000,"0.646081,1283"
298,7851,1000,"-0.656671,7851"
298,12959,1000,"0.694366,12959"
298,2033,1000,"-0.976908,2033"
298,2032,1000,"-0.97934,2032"
298,9270,1000,"0.99943,9270"
299,5863,1000,"-0.517063,5863"
299,1283,1000,"0.646081,1283"
299,7851,1000,"-0.656671,7851"
299,12959,1000,"0.694366,12959"
299,921,1000,"-0.975044,921"
299,2033,1000,"-0.976908,2033"
299,2032,1000,"-0.97934,2032"
299,9270,1000,"0.99943,9270"
300,5863,1000,"-0.517063,5863"
300,1283,1000,"0.646081,1283"
300,7851,1000,"-0.656671,7851"
300,12959,1000,"0.694366,12959"
300,2033,1000,"-0.976908,2033"
300,2032,1000,"-0.97934,2032"
300,9270,1000,"0.99943,9270"
301,18891,1000,"0.857876,18891"
302,,,
303,5863,1000,"-0.517063,5863"
303,1283,1000,"0.646081,1283"
303,7851,1000,"-0.656671,7851"
303,18448,1000,"0.846012,18448"
303,2032,1000,"-0.97934,2032"
303,9270,1000,"0.99943,9270"
304,5863,1000,"-0.517063,5863"
304,1283,1000,"0.646081,1283"
304,7851,1000,"-0.656671,7851"
304,2033,1000,"-0.976908,2033"
304,2032,1000,"-0.97934,2032"
304,9270,1000,"0.99943,9270"
305,5863,1000,"-0.517063,5863"
305,1283,1000,"0.646081,1283"
305,9270,1000,"0.99943,9270"
306,19004,1,"0.709551,19004"
306,19005,1000,"0.701262,19005"
306,18985,1000,"0.847405,18985"
307,12568,1000,"0.616169,12568"
307,13001,1000,"0.951709,13001"
308,2853,1000,"0.928301,2853"
309,2385,1000,"0.371104,2385"
309,2853,1000,"0.928301,2853"
310,,,
311,2385,1000,"0.371104,2385"
311,2853,1000,"0.928301,2853"
312,2385,1000,"0.371104,2385"
312,2853,1000,"0.928301,2853"
313,15430,1000,"-0.984265,15430"
314,3643,1000,"-0.980899,3643"
314,3899,1000,"0.998836,3899"
315,,,
316,,,
317,518,1000,"-0.222947,518"
317,14402,1000,"-0.933906,14402"
317,2548,1000,"-0.999005,2548"
318,518,1000,"-0.222947,518"
318,1136,1000,"0.659304,1136"
318,901,1000,"-0.897032,901"
319,12366,1000,"0.114946,12366"
319,4602,1000,"-0.404404,4602"
319,12825,1000,"-0.717132,12825"
319,13595,1000,"0.938687,13595"
319,12766,1000,"-0.996715,12766"
320,289,1000,"-0.236198,289"
320,21987,1000,"-0.442373,21987"
320,22606,1000,"0.477829,22606"
320,22612,1000,"0.538247,22612"
320,4634,1000,"-0.710767,4634"
320,1975,1000,"-0.894704,1975"
320,4711,1000,"-0.992766,4711"
321,2114,1000,"-0.396892,2114"
321,4666,1000,"-0.918729,4666"
322,15565,1000,"-0.168702,15565"
322,15564,1000,"-0.180218,15564"
322,12703,1000,"-0.792589,12703"
323,526,1000,"-0.130894,526"
323,834,1000,"-0.323473,834"
323,2918,1000,"0.416507,2918"
323,15136,1000,"0.889494,15136"
324,,,
325,4660,1000,"-0.888779,4660"
326,,,
327,,,
328,9689,1000,"0.220045,9689"
328,1553,1000,"-0.633605,1553"
329,3426,1000,"0.697134,3426"
329,12825,1000,"-0.717132,12825"
329,11642,1000,"-0.878314,11642"
330,14705,1000,"0.719441,14705"
330,2873,1000,"0.816836,2873"
330,3063,1000,"-0.953989,3063"
330,3064,1000,"-0.957431,3064"
330,3066,1000,"-0.96392,3066"
331,1360,1000,"-0.196833,1360"
331,1372,1000,"-0.332049,1372"
331,1377,1000,"-0.38661,1377"
331,4608,1000,"-0.467535,4608"
331,1135,1000,"0.650466,1135"
331,3947,1000,"0.819846,3947"
331,3946,1000,"0.826486,3946"
332,4583,1000,"-0.192893,4583"
332,5389,1000,"0.194776,5389"
332,1275,1000,"0.714566,1275"
332,4637,1000,"-0.735005,4637"
332,4755,1000,"-0.805092,4755"
332,2873,1000,"0.816836,2873"
332,4751,1000,"-0.83195,4751"
332,4749,1000,"-0.8447,4749"
332,4748,1000,"-0.850902,4748"
332,3924,1000,"0.942536,3924"
332,5535,1000,"0.945132,5535"
332,3918,1000,"0.963643,3918"
332,5508,1000,"0.999855,5508"
333,2873,1000,"0.816836,2873"
336,,,
337,3499,1000,"-0.0822972,3499"
338,7959,1000,"-0.917626,7959"
338,7921,1000,"-0.999363,7921"
339,,,
340,760,2,"0.51077,760"
340,3224,1000,"0.00767803,3224"
340,18786,1000,"-0.195651,18786"
340,8035,1000,"-0.26981,8035"
340,8020,1000,"-0.433732,8020"
340,19956,1000,"0.795979,19956"
340,14087,1000,"0.984389,14087"
340,14088,1000,"0.98638,14088"
340,14092,1000,"0.992993,14092"
340,14094,1000,"0.995485,14094"
342,22830,1000,"0.0235823,22830"
343,6457,1000,"0.120325,6457"
343,8347,1000,"-0.232119,8347"
343,13523,1000,"0.882289,13523"
343,5485,1000,"0.968419,5485"
345,3064,1000,"-0.957431,3064"
345,3065,1000,"-0.960741,3065"
346,14707,1000,"0.702999,14707"
347,,,
348,,,
349,8591,1000,"-0.0535719,8591"
349,3481,1000,"0.127781,3481"
349,4608,1000,"-0.467535,4608"
349,1275,1000,"0.714566,1275"
351,,,
352,,,
353,3499,1000,"-0.0822972,3499"
353,7780,1000,"0.113749,7780"
354,2007,1000,"-0.996063,2007"
355,5857,1000,"-0.575807,5857"
355,1013,1000,"-0.658386,1013"
355,1012,1000,"-0.667144,1012"
355,14410,1000,"-0.896419,14410"
356,1488,1000,"-0.992275,1488"
356,946,1000,"-0.997654,946"
357,7783,1000,"0.0788265,7783"
357,18283,1000,"0.201951,18283"
357,15558,1000,"-0.248743,15558"
357,7756,1000,"0.384523,7756"
357,14973,1000,"-0.724394,14973"
357,14972,1000,"-0.732407,14972"
357,9591,1000,"-0.798208,9591"
357,18450,1000,"0.83331,18450"
357,7958,1000,"-0.922212,7958"
359,572,1000,"0.395607,572"
359,1832,1000,"0.535171,1832"
359,1831,1000,"0.545014,1831"
360,14246,1000,"-0.111649,14246"
360,2873,1000,"0.816836,2873"
360,6054,1000,"0.99285,6054"
361,7561,1000,"0.449539,7561"
361,8703,1000,"0.950957,8703"
361,18121,1000,"-0.992743,18121"
361,19200,1000,"-0.997736,19200"
362,,,
363,,,
364,,,
365,8250,1000,"0.783466,8250"
366,,,
367,,,
368,2938,1000,"0.19444,2938"
369,2938,1000,"0.19444,2938"
370,,,
371,3424,1000,"0.713712,3424"
372,3424,1000,"0.713712,3424"
372,15222,1000,"0.862166,15222"
373,3424,1000,"0.713712,3424"
373,5806,1000,"-0.93564,5806"
374,3424,1000,"0.713712,3424"
374,5806,1000,"-0.93564,5806"
375,13422,1000,"-0.100389,13422"
375,11848,1000,"0.333522,11848"
375,13485,1000,"0.594198,13485"
375,11735,1000,"-0.831372,11735"
375,984,1000,"-0.871301,984"
375,12188,1000,"-0.922677,12188"
376,13422,1000,"-0.100389,13422"
376,11848,1000,"0.333522,11848"
376,13485,1000,"0.594198,13485"
376,11735,1000,"-0.831372,11735"
376,984,1000,"-0.871301,984"
376,12188,1000,"-0.922677,12188"
377,13422,1,"-0.100389,13422"
377,13485,1,"0.594198,13485"
377,8862,1000,"0.025665,8862"
377,11848,1000,"0.333522,11848"
377,12117,1000,"-0.337797,12117"
377,3552,1000,"-0.645945,3552"
377,11896,1000,"0.784214,11896"
377,11735,1000,"-0.831372,11735"
377,984,1000,"-0.871301,984"
377,1185,1000,"0.961657,1185"
377,11670,1000,"-0.985416,11670"
378,13422,1,"-0.100389,13422"
378,13485,1,"0.594198,13485"
378,8862,1000,"0.025665,8862"
378,11848,1000,"0.333522,11848"
378,12117,1000,"-0.337797,12117"
378,3552,1000,"-0.645945,3552"
378,11896,1000,"0.784214,11896"
378,11735,1000,"-0.831372,11735"
378,984,1000,"-0.871301,984"
378,1185,1000,"0.961657,1185"
378,11670,1000,"-0.985416,11670"
379,13422,1000,"-0.100389,13422"
379,13485,1000,"0.594198,13485"
380,,,
381,12188,1000,"-0.922677,12188"
382,12411,1000,"0.598402,12411"
382,7166,1000,"0.847863,7166"
383,,,
384,6731,1000,"-0.182603,6731"
385,,,
386,13305,1000,"-0.994818,13305"
387,13305,1000,"-0.994818,13305"
388,13305,1000,"-0.994818,13305"
389,13305,1000,"-0.994818,13305"
390,,,
391,12380,1000,"0.275337,12380"
391,13101,1000,"0.654311,13101"
392,,,
393,,,
394,,,
395,2921,1000,"0.384358,2921"
396,,,
397,,,
398,,,
399,,,
400,14012,1000,"0.494007,14012"
400,12966,1000,"0.75089,12966"
400,13330,1000,"-0.92329,13330"
401,5942,1000,"0.371422,5942"
401,14012,1000,"0.494007,14012"
401,12966,1000,"0.75089,12966"
401,13330,1000,"-0.92329,13330"
401,19445,1000,"0.941593,19445"
402,2918,1000,"0.416507,2918"
402,5961,1000,"0.566916,5961"
402,11891,1000,"0.746609,11891"
402,7417,1000,"-0.938384,7417"
403,12028,1000,"0.641412,12028"
403,12966,1000,"0.75089,12966"
403,11897,1000,"0.791417,11897"
403,12256,1000,"-0.921265,12256"
404,12889,1000,"-0.0511349,12889"
404,11231,1000,"-0.558848,11231"
404,12966,1000,"0.75089,12966"
404,11632,1000,"-0.816527,11632"
405,11865,1000,"0.513161,11865"
405,11231,1000,"-0.558848,11231"
405,12966,1000,"0.75089,12966"
405,11632,1000,"-0.816527,11632"
406,11231,1000,"-0.558848,11231"
406,12966,1000,"0.75089,12966"
406,11632,1000,"-0.816527,11632"
407,,,
408,11973,1000,"0.973393,11973"
409,12692,1000,"-0.707809,12692"
409,11690,1000,"-0.998021,11690"
410,5961,1000,"0.566916,5961"
410,2496,1000,"-0.7944,2496"
410,7417,1000,"-0.938384,7417"
411,3505,1000,"-0.151973,3505"
411,5961,1000,"0.566916,5961"
411,14044,1000,"0.777671,14044"
411,83,1000,"0.825303,83"
412,12800,1000,"-0.887583,12800"
413,13227,1000,"-0.689198,13227"
414,,,
415,3378,1000,"0.971808,3378"
416,13218,1000,"-0.609255,13218"
417,13218,1000,"-0.609255,13218"
418,12262,1000,"-0.891727,12262"
419,12553,1000,"0.744179,12553"
420,12553,1000,"0.744179,12553"
421,19325,1000,"-0.175239,19325"
421,19324,1000,"-0.186742,19324"
421,19322,1000,"-0.209668,19322"
421,19320,1000,"-0.23248,19320"
421,3781,1000,"0.236704,3781"
421,19319,1000,"-0.243839,19319"
421,19299,1000,"-0.461988,19299"
421,1000,1000,"-0.764791,1000"
421,12488,1000,"0.999587,12488"
